Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,15.678300680638667,15.536037795123,14.834906958084668,14.513175619052667,14.539346006345333,14.382985406233999,14.126167130276,13.970236892921333,13.855807774741667,13.839510590684668,13.847810869745,13.801144441331,13.50394609716,13.269819591617333,13.093341715650334,12.799560649781,12.624882222921999,12.473027291457333,12.265551535327335,12.076258625805334,11.906555832001,11.756449012465332,11.625238711379666,11.554220589005332,11.460316297024667,11.443791025816333,11.406313358423999,11.368682574974333
Albania,7.769296817189,8.21234808683,8.055563516076333,7.899777159793,7.6648302691816665,8.011059612402667,8.577114211927665,9.204008651550334,9.712775979844332,9.859457214307,9.985145789832666,10.436236071658334,10.967911891837668,11.48063228499,11.953531767745332,12.085697322850669,12.037678095430001,11.829407020449999,12.180885187476667,12.031056479343333,12.119672363969999,12.186725900806668,12.21288655228,12.318309884349999,12.462998368693333,12.486119185836666,12.468393885706666,12.429743623473335
Algeria,8.743203187425,8.848297372678,8.994266658810668,9.181634672874667,9.590133842453668,9.779771187269,9.990351782844334,10.221174865622,10.352635195833333,10.604343777491,10.756330049371668,10.868068201497,10.959504481055667,10.730374072916334,10.740892916457334,10.690774568420998,10.618039198158332,10.522550298380333,10.405671301616666,10.268009131719666,10.111239256095667,10.054742816561665,9.917353780646666,9.859035651675,9.820330687267335,9.721879256105,9.484778633369332,9.348585296646
American Samoa,12.259819196110334,12.159294139587667,12.038977637826,12.018961254792668,11.999824438287334,11.961142554992334,11.922415023936667,11.984189447432332,11.925659344645334,11.767045243801668,11.908599069080335,11.969270920009667,11.94946889443,11.889806242262333,11.650429192366333,11.351810053921,11.214386173088332,11.377771608334,11.601950808486,11.646149950633001,11.850928239560668,12.015854468197999,12.181468099127333,12.347000778890001,12.512661876381,12.838411179493999,12.923919213448666,13.028894558098333
Andorra,27.02572010112233,27.254482831662333,27.357498836683,27.179861066215665,26.73869618280967,26.195516542986333,25.79559746493533,25.913390099679003,25.611426519888667,25.306038862627997,24.900589558153666,24.697643259145334,24.434250998646334,24.377513536066665,24.378252084307668,23.934746805469334,23.673856701775666,23.472889486050335,23.289891649427,23.125585058633334,22.90265720054733,22.31879050815,22.177831742229,22.016819779697336,21.557541260842335,21.337770715707002,21.338293415450337,21.401650391404335
Angola,18.30801638244467,18.369193400399666,18.530117144825,18.95023980588233,19.209878788096,18.848736087982335,17.726823537079664,17.28383966846933,18.620266223953998,17.836944417185,17.514384255384,17.051756968831,16.528181989312998,16.403991025781664,16.459776531343,15.87633543444,15.632115490351666,15.186743326891333,14.840885134643333,14.575513249050333,14.312029672994669,14.149769841477,14.028378141378667,13.828131614174334,13.429328077876665,13.311988851390002,13.136654908686667,13.222802217948
Antigua and Barbuda,5.722402810040001,5.739861397313334,5.738195982620001,5.757384835923333,5.758169631433333,5.760296102593333,5.823541062039999,5.928000877996666,6.073496357213334,6.039072916276667,5.96499892747,5.9309665463300005,5.95718694081,6.043780873603334,6.090377830876667,6.156821352460001,6.161853920043334,6.185525932476666,6.308566265746667,6.39145897527,6.455917385983334,6.561444436386667,6.546534138689999,6.59193556228,6.677633481389999,6.743352674846667,6.7495786440300005,6.756014910783334
Argentina,20.235253844659002,20.891163391281335,22.266002862295334,22.739939440652666,23.490635457846665,24.018281770886997,25.043642934628,25.668869575673664,25.892764528841003,26.39524458871567,25.956898436066332,26.398448475729335,26.43982011380167,25.260030552922,23.720154938678668,23.481025628883664,23.49809733958167,24.230000245553335,24.178837870244333,24.069219351570332,23.606081908261665,23.907453416811,24.308992238796666,24.371166378435003,23.892589789477,23.454107596078668,23.615683711696335,23.638224865726333
Armenia,6.95562351582,7.275069172119999,8.015271482476667,8.59734865745,8.901218850506666,9.128193438953332,8.916560648813334,8.625585571173334,8.335439110536667,8.20635071761,8.298555939986667,8.850390351323334,9.500480399550002,10.08873967523,11.597342561143334,13.52789113024,15.87952145049,16.61014479509,18.27909634874,19.325386056166664,20.330086429050002,21.073142513116665,21.515317928926667,21.07594031828,20.995935718473334,21.15605424664,21.135816471953333,20.776264034830003
Australia,29.189133121769665,28.966142773534003,29.001042288810666,28.272883068542,29.221651602582,29.466824375244332,30.047595792017,30.604759517307002,30.800810191358,29.857800429685334,28.717879018242666,27.441212610833,26.585862688489332,25.831052297794333,25.215069918826998,24.795905064050668,24.551748137523,25.243980103118666,25.67452131612667,25.824749725752667,25.91629795003967,25.687773694981665,25.378443277930664,25.528335441973,26.577741914242,27.267115807286,26.816034248589,26.764005508861334
Austria,50.427781218112,50.432341548236,49.21461318028334,48.83510601787766,47.95438629947467,47.433567372395004,46.230635697574336,43.66211395982901,42.65127900496867,41.96017465148067,41.73122261780934,40.604237309094,40.23637594728833,39.249227253773334,38.22227763991434,37.53623424517166,35.991077412656665,35.765229575104,35.03966616571667,36.31458514543,36.17070193473667,35.64755258234633,35.18439606652066,34.860551638207,34.71678492397233,34.57291096626833,33.609027394461336,33.105525316886
Azerbaijan,6.301359625673333,6.118217898536667,6.155219410026667,6.013445085400001,5.87349917316,5.614883477933333,5.498329597293334,5.5026297281800005,5.588123707883333,5.895294572556667,6.42451340886,7.235604830293333,7.646935865093334,8.298633397163334,8.989823764116668,9.621100395600001,10.191923284106668,10.941474949253333,10.64923067811,10.436001610766667,10.361447168156666,10.265543315986665,10.089074403286666,9.91182999127,9.714164705023334,9.476109870593334,9.278397415059999,9.20090340757
Bahrain,11.408026721960999,11.845602324247666,12.256966664172333,12.525240755587665,12.732356916842333,13.180008788519,13.210249665598,12.758624913747333,13.584791577173332,14.809940250295332,15.894739417018332,16.75978989638333,16.982920630402667,17.309512931681667,18.00010151102333,18.008372563438332,17.292025698822,16.731274992110336,15.991161315635333,14.972153289036665,13.812507036478,12.889513653586333,12.462733030007332,11.816673947710667,11.450275264308333,11.384335213137334,11.238691038934332,11.155285961561333
Bangladesh,19.789396141482335,18.828041365876665,19.149185542641334,19.113057595664337,18.698621820497333,18.865927988797665,18.15661886263233,17.210336356158336,16.625806497382666,15.901551135162666,15.254899347206335,14.846747762074667,14.498615654699666,14.090358842572666,14.242114980596666,14.573815930978666,15.025465007303666,15.396981148340334,15.469126995875001,15.202378248598668,15.315962790413668,14.589995843625,14.002548600408334,13.613833435877666,13.544304999206332,13.213461976534001,12.961023085871668,13.027697112572335
Barbados,11.287194260955,11.627922238394,11.768775621538001,12.050358685081333,12.093438778701334,12.116972931147332,12.081280372391,11.865757464355335,11.710217755285667,11.413970081740999,11.136882766019667,10.879198746341334,11.041633248860334,11.184264683467333,11.227137033658666,11.110746489417666,10.955774365327667,10.701226972141999,10.726937989920334,10.632096955407333,10.656716784105,10.540621087852667,10.425054906329335,10.529240276940001,10.573190137487,10.717444794011666,10.821251448402666,10.944798359340666
Belarus,46.81831774616667,49.60934387002666,54.04255984026666,62.39680523885,66.21186412084002,71.62720068368667,73.34603986765,77.22949289240667,81.65499187861334,84.42027506728,80.90140362836999,84.58104802972,89.44128242961334,87.36085095095,85.25764256868332,87.16891139001,82.99101900748667,76.84373323461666,77.73138719879667,76.61806797789667,75.02841434639335,75.36135785130666,63.23308801307667,59.12479809355,55.65621436544001,52.44812507882,50.92112880821,51.45601303693666
