Country name,Code,GDP,Happiness Index,Log GDP,Social support,Healthy life exp,Freedom,Generosity,Pct corruption,Blue Index,Suicide,Depression & Anxiety,Substance Abuse,Physician perpop,Average Age,Sleep (min),Gini index,Pct Poverty,Pct spent ed,Literacy rate,Tourist arrivals,Rev tourism,Fragile index ,Security index,brain drain,Unemployment rate
Afghanistan,AFG,0.012109737800957348,0.0,0.13882863340563986,0.09615384615384613,0.17708333333333315,0.0,0.23376623376623376,1.0,0.18756857739480812,0.07153546842262795,0.3944615384615385,0.09670872530025788,0.39304667860604964,0.1065830721003135,,,,0.37543103448275866,,,0.0,0.1419558359621451,0.0,0.9199999999999998,0.4021820917983446
Albania,ALB,0.10937165106808602,0.3859649122807017,0.5531453362255968,0.38461538461538464,0.7187500000000002,0.5714285714285714,0.33766233766233766,0.9113924050632912,0.17925144046104347,0.08979347500748279,0.11117948717948718,0.3367813591961605,0.39304667860604964,0.54858934169279,,,,0.23448275862068968,,0.053396659250463996,0.026801950191066015,0.028391167192429023,0.4252873563218391,0.8399999999999999,0.4988713318284424
Argentina,ARG,0.20286489962134743,0.6588693957115009,0.6550976138828634,0.9038461538461539,0.7256944444444442,0.7142857142857142,0.14285714285714285,0.8607594936708861,0.2846169758718476,0.2541155342711763,0.36123076923076924,0.2385046241135973,0.39304667860604964,0.5109717868338557,0.5061728395061729,0.5448028673835127,0.3446745562130178,0.27198275862068966,,0.07723610038387495,0.07667676900777441,0.46687697160883285,0.37931034482758624,0.22666666666666663,0.2957110609480812
Armenia,ARM,0.10062870615131814,0.31773879142300193,0.48806941431670287,0.4999999999999999,0.6562499999999998,0.3214285714285714,0.20779220779220775,0.8860759493670887,0.25907659369094094,0.21281053576773423,0.19282051282051282,0.37159873248457576,0.6484563692226805,0.6175548589341694,,0.2939068100358424,0.3446745562130178,0.14870689655172414,0.9990289376577974,0.017107219846219466,0.014810910528396363,0.7066246056782334,0.5172413793103449,0.6533333333333333,0.6474793077501881
Australia,AUS,0.4291812531256698,0.8966861598440545,0.8416485900216922,0.9807692307692307,0.8888888888888887,0.8571428571428571,0.7792207792207791,0.31645569620253167,0.3801375018486221,0.2963184675246932,0.6235897435897436,0.22050429443142947,0.7161822453707508,0.7304075235109719,0.9382716049382716,,,,,0.10149054145964702,0.5792462775069179,0.19453207150368032,0.12643678160919541,0.0,0.19187358916478553
Austria,AUT,0.48037079374151603,0.9025341130604289,0.8459869848156184,0.9038461538461539,0.8680555555555557,0.8214285714285714,0.5584415584415584,0.4556962025316456,0.27479314004018046,0.39838371744986534,0.2756923076923077,0.1503033949783683,0.5971444062895356,0.8965517241379312,0.7901234567901234,,,,,0.3394814806275721,0.2952694689682435,0.2513144058885383,0.0,0.026666666666666658,0.18848758465011284
Azerbaijan,AZE,0.11854325926984353,0.48538011695906436,0.6182212581344902,0.6730769230769231,0.607638888888889,0.5357142857142857,0.06493506493506492,0.6202531645569621,0.19059675029596831,0.040706375336725525,0.08102564102564103,0.45005823452553834,0.8422687018385554,0.4984326018808778,,,,0.0,1.0,0.02816235719967261,0.042139939385953354,0.7623554153522607,0.5977011494252874,0.39999999999999997,0.1696764484574868
Bahrain,BHR,0.41801814674573123,0.695906432748538,0.8351409978308026,0.8461538461538461,0.7222222222222222,0.8571428571428571,0.5454545454545454,,0.2888203294585409,0.06285543250523795,0.6748717948717948,0.12873376099859005,0.4974286512330973,0.5297805642633229,,,,0.009913793103448256,0.9535832200427268,0.13099012069581656,0.05750428251416524,0.6424815983175605,0.67816091954023,0.29333333333333333,0.007900677200902933
Bangladesh,BGD,0.029595627634493107,0.3216374269005847,0.2971800433839478,0.5192307692307692,0.5590277777777777,0.8392857142857143,0.40259740259740256,0.6075949367088608,0.28177795450448945,0.09248727925770728,0.5208205128205128,0.23202607143524823,0.4974286512330973,0.35423197492163006,,,,0.49310344827586217,0.47756845989512525,0.01170069281934822,0.004374752931875082,0.8969505783385908,0.7586206896551725,0.8666666666666666,0.14597441685477802
Belarus,BLR,0.1556851468171751,0.5633528265107212,0.6334056399132322,0.8846153846153846,0.6284722222222221,0.33928571428571425,0.20779220779220775,0.6202531645569621,0.7450691945853659,0.6575875486381322,0.5846153846153846,0.9930046505025806,0.006785731889653812,0.7711598746081505,,0.0,0.05177514792899409,0.2297413793103448,,0.12737039897633348,0.014600079061799973,0.7213459516298634,0.5862068965517242,0.2799999999999999,0.19413092550790068
Belgium,BEL,0.445854468814746,0.8323586744639375,0.8308026030368765,0.9230769230769231,0.8368055555555555,0.7678571428571428,0.45454545454545453,0.48101265822784817,0.37552451067902326,0.47800059862316663,0.5355897435897435,0.11298318982415947,0.006785731889653812,0.8150470219435737,0.9012345679012346,,,,,0.09653359770366698,0.1267624192910792,0.0,0.16091954022988506,0.04,0.24830699774266363
Benin,BEN,0.01962920625848396,0.42690058479532156,0.17353579175704986,0.0,0.21527777777777765,0.5357142857142857,0.3246753246753246,0.7721518987341772,0.12331920874647502,0.09368452559114038,0.19056410256410256,0.08570899808418213,0.08213528744886056,0.08777429467084637,,,,0.5573275862068966,,0.0031124995677083932,0.0018974831993675055,0.7760252365930599,0.5977011494252874,0.8133333333333334,0.07411587659894657
Bolivia,BOL,0.06766628563263556,0.5828460038986355,0.4316702819956617,0.6538461538461539,0.5416666666666665,0.8035714285714285,0.23376623376623376,0.8354430379746836,0.19077473335983838,0.08769829392397485,0.24656410256410258,0.23806180359143767,0.34861902962390945,0.27899686520376177,,0.6666666666666667,0.5029585798816568,,,0.012657498242014132,0.011806562129397813,0.7676130389064142,0.632183908045977,0.7599999999999999,0.11963882618510156
Bosnia and Herzegovina,BIH,0.1160605844109452,0.47368421052631576,0.561822125813449,0.6538461538461539,0.6875,0.23214285714285723,0.4935064935064935,0.9620253164556963,0.2962248525921838,0.18886560909907213,0.18174358974358976,0.5180653589338895,0.34861902962390945,0.8369905956112854,,,,,,0.010513331873148351,0.01276848069574384,0.7276550998948474,0.5402298850574714,0.5599999999999999,0.7539503386004515
Botswana,BWA,0.14651353861541758,0.1637426900584795,0.6203904555314533,0.6346153846153846,0.36458333333333337,0.6964285714285713,0.051948051948051924,0.7215189873417721,0.2940618069591032,0.17689314576474108,0.441025641025641,0.26426663408692747,0.34861902962390945,0.2852664576802508,,,,,,0.01858277519683678,0.006931084464356305,0.6309148264984227,0.3563218390804598,0.5599999999999999,0.6399548532731377
Brazil,BRA,0.12210652282631992,0.7153996101364523,0.5921908893709329,0.8846153846153846,0.6423611111111112,0.5892857142857143,0.14285714285714285,0.7974683544303798,0.347249159283512,0.1143370248428614,0.430974358974359,0.4964360940333158,0.34861902962390945,0.5203761755485894,0.48148148148148145,1.0,,,0.8696834336764419,0.07582971169031782,0.08115693767294768,0.6771819137749737,0.6551724137931035,0.43999999999999995,0.463882618510158
Bulgaria,BGR,0.18160141458884047,0.47563352826510713,0.6507592190889372,0.9615384615384615,0.6562499999999998,0.46428571428571414,0.1818181818181818,0.949367088607595,0.3145699956299123,0.33672553127806043,0.28102564102564104,0.3259588145860354,0.34861902962390945,0.8557993730407525,0.7037037037037037,,0.2899408284023669,,,0.10227443023966247,0.061431018579522996,0.5247108307045215,0.37931034482758624,0.38666666666666666,0.21331828442437922
Burkina Faso,BFA,0.0084303779381296,0.3879142300194932,0.13232104121475063,0.6538461538461539,0.19791666666666655,0.3214285714285714,0.3116883116883117,0.7215189873417721,0.13541170143114192,0.12810535767734207,0.19938461538461538,0.07874513123146834,0.34861902962390945,0.05956112852664578,,,,0.6245689655172415,,0.0015216664553241034,0.0020556067993147977,0.8853838065194531,0.8505747126436782,0.8266666666666665,0.2155756207674943
Cambodia,KHM,0.027514824605272558,0.3762183235867446,0.2971800433839478,0.6346153846153846,0.46875000000000006,0.9464285714285714,0.4935064935064935,0.8354430379746836,0.07781796019401328,0.037114636336426206,0.09620512820512821,0.10013411604048543,0.42173405845916234,0.3103448275862069,,,,,,0.06445179660391714,0.05281328238239557,0.861198738170347,0.6551724137931035,0.8399999999999999,0.007148231753197895
Cameroon,CMR,0.024183753661498893,0.469785575048733,0.2776572668112797,0.48076923076923067,0.1458333333333332,0.6071428571428571,0.33766233766233766,0.8607594936708861,0.16017025422961947,0.14845854534570488,0.2317948717948718,0.10025734554828175,0.42173405845916234,0.09717868338557993,,,,0.3862068965517242,,0.012334720509066597,0.0069442614310185795,0.9652996845425866,0.7931034482758622,0.8399999999999999,0.10985703536493603
Canada,CAN,0.4260377223690791,0.9259259259259259,0.8373101952277657,0.9423076923076924,0.8923611111111113,0.9285714285714285,0.5844155844155844,0.25316455696202533,0.2965068453281465,0.29841364860820113,0.33374358974358975,0.25736329763264854,0.3939503475017663,0.84012539184953,0.8148148148148148,,,,,0.2406077443600355,0.2685992884438002,0.19768664563617244,0.13793103448275865,0.053333333333333316,0.22009029345372458
Chad,TCD,0.006608558976923627,0.3703703703703703,0.13882863340563986,0.42307692307692313,0.0,0.3214285714285714,0.3766233766233766,0.7974683544303798,0.10325202769538062,0.07003891050583658,0.18564102564102564,0.05407614693927967,0.31815717266648047,0.07523510971786836,,,,0.4056034482758621,,0.0008761109894290292,,0.16403785488958986,0.9655172413793105,1.0,0.051166290443942816
Chile,CHL,0.2043027077230835,0.7134502923976609,0.6898047722342734,0.8461538461538461,0.7673611111111109,0.6428571428571429,0.3506493506493506,0.8607594936708861,0.3587057417018598,0.2586052080215504,0.489025641025641,0.3284863760583881,0.33895798761152096,0.5956112852664577,0.49382716049382713,0.7598566308243729,0.09171597633136094,0.6185344827586208,0.9341619731986793,0.07422735080175684,0.057398866780867044,0.3922187171398528,0.25287356321839083,0.3333333333333333,0.24341610233258087
China,CHN,0.11880224333785812,0.47563352826510713,0.6073752711496748,0.6346153846153846,0.7395833333333333,0.8035714285714285,0.12987012987012983,,0.22627893831826382,0.18677042801556418,0.2847179487179487,0.20734843822127857,0.33895798761152096,0.6896551724137931,0.5802469135802469,,0.010355029585798821,,,0.7000703194346779,0.50787982606404,0.7455310199789695,0.5632183908045978,0.48000000000000004,0.14860797592174568
Colombia,COL,0.12024898192469816,0.682261208576998,0.577006507592191,0.9038461538461539,0.6840277777777779,0.732142857142857,0.1688311688311688,0.9113924050632912,0.15904486007226384,0.08680035917390001,0.09046153846153847,0.299872682581353,0.33895798761152096,0.45768025078369906,0.38271604938271603,0.8709677419354841,0.3624260355029586,0.3961206896551725,,0.041730549759645866,0.0772960864409013,0.7896950578338591,0.67816091954023,0.6533333333333333,0.31527464258841226
Congo (Brazzaville),COG,,0.4327485380116959,0.370932754880694,0.42307692307692313,0.33333333333333315,0.625,0.15584415584415579,0.759493670886076,0.27563945379414095,0.19634839868302903,0.42256410256410254,0.20800586013529127,0.47810656720832034,0.4984326018808778,,,,,,,,,,,
Costa Rica,CRC,0.16222226191326714,0.8908382066276804,0.6095444685466379,0.9230769230769231,0.8124999999999998,0.9107142857142857,0.2857142857142857,0.7341772151898734,0.23440285814831174,0.16881173301406766,0.2806153846153846,0.253781456815483,0.6611898854805054,0.865203761755486,0.5679012345679012,0.8207885304659498,0.26035502958579887,1.0,,0.033995411945081676,0.05020424298326525,0.42376445846477395,0.2988505747126437,0.37333333333333324,0.2878103837471783
Croatia,HRV,0.23087983139244123,0.5224171539961013,0.6963123644251625,0.6346153846153846,0.7604166666666664,0.5178571428571428,0.24675324675324672,0.9240506329113924,0.3891264011340721,0.4097575576174798,0.3688205128205128,0.3888011329642239,0.6611898854805054,0.670846394984326,0.7407407407407407,,0.2514792899408284,,,0.1796258083853044,0.14642245355119252,0.018927444794952678,0.2873563218390805,0.4533333333333333,0.4033107599699022
Cyprus,CYP,0.2927502321926127,0.6627680311890838,0.7765726681127983,0.7307692307692306,0.8958333333333334,0.6785714285714286,0.4285714285714285,0.8734177215189873,0.15538154759916314,0.08141275067345106,0.2836923076923077,0.10103958443173071,0.6909616680084781,0.8369905956112854,,,,,,0.04197263305935652,0.042930557385689815,0.6182965299684543,0.3908045977011495,0.36,0.3972911963882618
Czech Republic,CZE,0.3361613202829178,0.8050682261208577,0.7722342733188722,0.8846153846153846,0.7673611111111109,0.7142857142857142,0.15584415584415579,0.8987341772151899,0.34826295297934956,0.34301107452858426,0.29825641025641025,0.4035213741530542,0.24918259040796545,0.84012539184953,,,,,,0.1169954004173055,0.10118592699960469,0.0031545741324921113,0.18390804597701152,0.19999999999999996,0.09029345372460497
